what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1352945998658
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1352945998658
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1352945998658
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1352945998668
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1352945998668
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1352945998668
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1352945998668
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1352945998668
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1352945998668
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1352945998668
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1352945998668
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1352945998668
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1352945998668
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1352945998668
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1352945998678
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1352945998678
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1352945998678
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1352945998678
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1352945998678
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1352945998678
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1352945998678
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1352945998678
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1352945998678
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1352945998678
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1352945998678
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1352945998678
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1352945998678
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1352945998678
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1352945998678
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1352945998678
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1352945998678
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1352945998678
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1352945998688
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1352945998688
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1352945998688
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1352945998688
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1352945998688
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1352945998688
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1352945998688
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1352945998688
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1352945998688
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1352945998688
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1352945998688
started,bundle,com.altera.sbtgui.integration,12.0.0.263,"com.altera.sbtgui.integration",1352945998688
started,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1352945998688
started,bundle,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project",1352945998688
started,bundle,com.altera.sbtgui.ui,12.0.0.263,"com.altera.sbtgui.ui",1352945998688
started,bundle,com.altera.systemconsole,12.0.0.263,"com.altera.systemconsole",1352945998688
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.263,"com.altera.systemconsole.designs.plugin",1352945998688
started,bundle,com.altera.systemconsole.scripting,12.0.0.263,"com.altera.systemconsole.scripting",1352945998688
started,bundle,com.altera.utilities,12.0.0.263,"com.altera.utilities",1352945998688
os,sysinfo,,,"win32",1352945998698
arch,sysinfo,,,"x86",1352945998698
ws,sysinfo,,,"win32",1352945998698
locale,sysinfo,,,"zh_CN",1352945998698
processors,sysinfo,,,"2",1352945998698
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1352945998698
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1352945998698
java.specification.name,sysinfo,,,"Java Platform API Specification",1352945998698
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1352945998698
java.specification.version,sysinfo,,,"1.6",1352945998698
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1352945998698
java.version,sysinfo,,,"1.6.0_23",1352945998698
java.vm.info,sysinfo,,,"mixed mode",1352945998698
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1352945998698
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1352945998698
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1352945998698
java.vm.specification.version,sysinfo,,,"1.0",1352945998698
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1352945998698
java.vm.version,sysinfo,,,"19.0-b09",1352945998698
started,bundle,com.altera.sbtgui.core,12.0.0.263,"com.altera.sbtgui.core",1352946001108
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1352946001208
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1352946001328
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1352946001518
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946001818
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946031006
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946035276
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946035396
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1352946037236
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1352946039126
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1352946054406
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1352946054476
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1352946055396
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1352946055406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946057816
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946104051
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946108558
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946152334
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1352946154114
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946154384
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946235608
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1352946238806
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946238837
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946238993
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946241062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946245446
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946247692
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1352946255400
started,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.263,"com.altera.debug.cdi.gdb.plugin",1352946260530
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946260930
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946271749
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1352946271759
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1352946274269
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1352946274269
opened,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1352946276279
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1352946276839
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1352946276859
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1352946288822
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1352946290227
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946293953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946297266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946297266
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946297476
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946301118
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946370716
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946371636
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1352946373286
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946374526
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946381476
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1352946383796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946384146
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946386326
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946386696
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1352946386736
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946386816
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946389596
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946394606
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946394666
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1352946395926
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946396236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946401726
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1352946402696
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946411474
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946421864
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946424414
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946428624
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1352946430184
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946430474
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946434784
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1352946439444
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1352946443294
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1352946443324
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1352946443875
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1352946445417
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946446277
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946454084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946466244
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946467554
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1352946467564
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946467914
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946469964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946470314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946472684
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946504214
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946535854
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1352946536864
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946542514
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1352946545044
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1352946545084
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946553604
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1352946553604
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1352946581174
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1352946585814
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1352946585834
executed,command,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.properties.NewPropertySheetCommand",1352946585844
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1352946590794
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1352946593884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946594444
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946598274
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1352946601994
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946602274
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946606404
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1352946609582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946609872
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946614054
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946616754
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946620694
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946622334
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946625374
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946627264
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946629434
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1352946630604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946630894
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946637544
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946638654
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946638764
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946640354
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946672747
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946678387
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946682747
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946684457
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946690267
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1352946690307
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946692047
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946692127
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946695567
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946695757
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946695877
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946699797
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946700137
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946700207
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946703367
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946703577
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946703647
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946706247
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946706457
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946706527
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946708367
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946708567
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946708637
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946711047
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946711247
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946711317
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946714437
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946714637
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946714717
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946716997
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946717187
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946717267
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946720997
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946721197
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946721257
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946724377
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946724587
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946724667
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946733247
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946733437
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946740117
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946740327
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946740387
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946751717
